软件名称,软件版本,依赖软件数,开发商,官网地址
readline,8.1,1,GNU,https://tiswww.cwru.edu/php/chet/readline/rltop.html
Realm-cocoa,10.25.1,0,Realm,https://github.com/realm/realm-cocoa
redis,6.2.7,0,redislabs,http://redis.io/
redis,6.0.12,0,redislabs,http://redis.io/
redis,5.0.14,0,redislabs,http://redis.io/
redis-py,4.1.4,7,Andy McCurdy,https://github.com/andymccurdy/redis-py
redis-rs,0.21.0,26,mitsuhiko,https://github.com/mitsuhiko/redis-rs
redisson,3.15.6,224,redisson,http://redisson.org
redoc,1.22.3,0,Redocly,https://redoc.ly/
redsync,v4.5.0,36,go-redsync,https://github.com/go-redsync/redsync
redux,4.1.2,6,Dan Abramov ¡¢Andrew Clark,http://redux.js.org
redux-persist,v6.0.0,0,Zack Story,https://github.com/rt2zz/redux-persist
redux-thunk,2.4.1,0,reduxjs,https://github.com/gaearon/redux-thunk
regenerator-runtime,0.13.9,0,fackbook,http://facebook.github.io/regenerator/
regex,1.5.5,3,none,http://www.graalvm.org/
remill,3.0.1,0,lifting-bits,https://github.com/lifting-bits/remill
renderdoc,v1.19,0,Baldur Karlsson,https://renderdoc.org/
RePlugin,2.3.3,0,Qihoo360,https://github.com/Qihoo360/RePlugin
reportlab,3.6.1,0,"ReportLab, Inc",https://www.reportlab.com/
repoze.who,2.4,6,repoze,http://repozewho.readthedocs.org/en/latest/
requests,v2.25.1,5,Kenneth Reitz,https://requests.readthedocs.io
requests-kerberos,0.13.0,15,requests,https://github.com/requests/requests-kerberos
requests-toolbelt,0.9.1,5,requests,https://github.com/requests/toolbelt
requirejs,2.3.6,0,jQuery Foundation,https://requirejs.org/
reqwest,0.11.4,5,Sean McArthur,https://github.com/seanmonstar/reqwest
resource-agents,4.11.0,1,ClusterLabs,http://github.com/ClusterLabs/resource-agents/
RESTEasy,4.7.0.Final,83,Red Hat,https://resteasy.github.io/
restlet-framework-java,2.4.3,74,Talend,http://restlet.com/
resty,2.7.0,5,go-resty,https://github.com/go-resty/resty
retrofit,2.9.0,29,"Square, Inc",https://square.github.io/retrofit/
ribbon,2.7.18,82,Netflix,https://github.com/Netflix/ribbon
ring,0.16.20,0,Brian Smith,https://crates.io/crates/ring/0.16.20
RoaringBitmap,0.9.25,1,Roaring bitmaps,http://roaringbitmap.org/
robin-hood-hashing,3.11.5,0,martinus,https://github.com/martinus/robin-hood-hashing
roboto,2.138,0,Google,https://fonts.google.com/specimen/Roboto
RocketMQ,4.9.3,53,Apache Software Foundation,https://rocketmq.apache.org/
RocksDB,6.2.2,0,Facebook,http://rocksdb.org/
Routes,2.5.1,2,bbangert,https://routes.readthedocs.io/
rp-pppoe,3.14,0,Dianne Skoll,https://dianne.skoll.ca/projects/rp-pppoe/
RPCBind,1.2.6,1,Steve Dickson,http://rpcbind.sourceforge.net/
rrcf,0.4.3,1,Real-time water systems lab,https://github.com/kLabUM/rrcf
rsyslog,8.2110.0,5,rsyslog,http://www.rsyslog.com/
rt-thread,v4.0.3,1,RT-Thread,https://www.rt-thread.org/
rtp,v1.0.0,0,Astronaut Labs,https://github.com/astronautlabs/rtp
rtree,0.9.7,0,Toblerity,https://github.com/Toblerity/rtree
ruamel.yaml,0.17.17,0,John Vandenberg,https://sourceforge.net/projects/ruamel-yaml/
ruamel.yaml.clib,0.2.6,0,ruamel,https://bitbucket.org/ruamel/yaml.clib
Ruby,3.0.3,0,ruby,https://www.ruby-lang.org/zh_cn/
runc,v1.0.2,41,opencontainers,https://github.com/opencontainers/runc
Rust,1.59.0,0,rust-lang,https://www.rust-lang.org/
rust-base64,0.13.0,0,Marshall Pierce,https://github.com/marshallpierce/rust-base64
rustls,0.19.1,0,rustls,https://github.com/ctz/rustls
rviz,1.14.14,19,ros-visualization,http://wiki.ros.org/rviz
rxandroid,3.0.0,2,ReactiveX,https://github.com/ReactiveX/RxAndroid/
rxjava,3.1.3,1,ReactiveX,https://reactivex.io/
rxjs,6.6.7,1,ReactiveX,https://rxjs.dev
RxLifecycle,4.0.2,2,RxLifecycle,https://github.com/trello/RxLifecycle
RxSwift,6.5.0,0,ReactiveX,https://github.com/ReactiveX/RxSwift
ryu,4.34,31,openstack,https://pypi.org/project/ryu/
s-yata/marisa-trie,0.2.6,0,s-yata,https://github.com/s-yata/marisa-trie
s3contents,0.6.2,1,danielfrg,https://github.com/danielfrg/s3contents
Samba,3.0.37,0,samba-team,http://www.samba.org/
sanic,21.6.2,5,sanic-org,http://github.com/huge-success/sanic/
sarama,v1.30.1,0,Shopify,https://github.com/Shopify/sarama/
sarama,1.26.1,55,Shopify,https://github.com/Shopify/sarama/
saveSvgAsPng,v1.4.17,0,exupero,https://github.com/exupero/saveSvgAsPng
Saxon XSLT and XQuery Processor,10.8,0,Saxonica,http://www.saxonica.com/welcome/welcome.xml
sbt,1.6.2,0,sbt,http://www.scala-sbt.org/
Scala Logging,3.9.4,0,Lightbend,https://github.com/lightbend/scala-logging
scala-library,2.12.14,1,Scala,https://www.scala-lang.org/
scala-xml,2.0.1,0,The Scala Programming Language,https://github.com/scala/scala-xml
schedule,1.0.0,0,Dan Bader,https://schedule.readthedocs.io/en/stable/
scikit-image,0.18.3,13,scikit-image,https://scikit-image.org
scikit-learn,1.0.2,4,INRIA,http://scikit-learn.org
scikit-network,0.23.1,0,scikit-network,https://pypi.org/project/scikit-network/
scikit-optimize,0.8.1,0,scikit-optimize,https://github.com/scikit-optimize/scikit-optimize
Scipy,v1.7.3,1,scipy,http://scipy.org/
scons,4.3.0,0,William Deegan,https://pypi.org/project/Scons
scrcpy,v1.24,0,Genymobile,https://github.com/Genymobile/scrcpy
script_exporter,v2.5.1,129,ricoberger,https://github.com/ricoberger/script_exporter
sdbus-cpp,v0.8.1,0,Kistler Group,https://github.com/Kistler-Group/sdbus-cpp
sdparm,1.12,0,Douglas Gilbert.,http://sg.danny.cz/sg/sdparm.html
SDWebImage,5.12.5,0,SDWebImage,https://github.com/SDWebImage/SDWebImage
seaborn,0.10.1,10,mwaskom,https://seaborn.pydata.org/
SEAL-Python,3.6.2,0,Microsoft,https://github.com/Huelse/SEAL-Python
security-kibana-plugin,1.13.0.1,0,Open Distro for Elasticsearch,https://github.com/opendistro-for-elasticsearch/security-kibana-plugin
security_appverify,OpenHarmony-1.0,0,OpenAtom Foundation,https://gitee.com/openharmony/security_appverify
sed,4.8,0,GNU,http://www.gnu.org/software/sed/
segmentio/kafka-go,v0.4.9,18,segmentio,https://github.com/segmentio/kafka-go
select2,4.0.13,0,select2,https://select2.github.io
Selenium,4.1.0,77,Software Freedom Conservancy,https://www.selenium.dev/
selinux,3.3,3,SELinuxProject,https://github.com/SELinuxProject/selinux
serde,v1.0.136,0,serde-rs,https://github.com/serde-rs/serde/
serde-yaml,0.8.23,3,dtolnay,https://github.com/dtolnay/serde-yaml
serde_json,v1.0.79,0,serde-rs,https://github.com/serde-rs/json
ServiceComb Java-Chassis,2.6.0,228,Apache,https://servicecomb.apache.org/
servicecomb-service-center,1.3.0,23,apache,https://servicecomb.apache.org/cn/
setuptools,61.1.0,118,pypa,https://setuptools.pypa.io/en/latest/
setuptools_scm,v5.0.1,1,pypa,https://github.com/pypa/setuptools_scm
sftp,v1.13.4,13,pkg,https://github.com/pkg/sftp
sg3_utils,1.47,0,hreinecke,http://sg.danny.cz/sg/sg3_utils.html
sha2,0.10.2,3,RustCrypto,https://github.com/RustCrypto/hashes
shadow-utils,4.9,1,shadow-maint,https://github.com/shadow-maint/shadow
shap,0.40.0,21,slundberg,https://github.com/slundberg/shap
Shapely,1.8.0,0,Toblerity,https://github.com/Toblerity/Shapely
Sharding Jdbc,4.1.1,31,ShardingSphere,https://shardingsphere.apache.org/
SheetJS/js-xls,0.17.0,19,SheetJS,https://github.com/SheetJS/js-xlsx
shelljs,0.8.5,19,ShellJS,https://github.com/shelljs/shelljs
siddhi,5.1.21,51,siddhi-io,https://siddhi-io.github.io/siddhi/
sideex,v2.3.4,0,SideeX,https://sideex.io/
Simple DirectMedia Layer - SDL,2.0.22,0,Valve,http://www.libsdl.org
Simple Logging Facade for Java (SLF4J),1.7.35,6,QOS.ch,http://www.slf4j.org
simple-uploader.js,v0.5.6,0,simple-uploader team,https://github.com/simple-uploader/Uploader
simple-uploader/vue-uploader,0.7.6,1,simple-uploader,https://github.com/simple-uploader/vue-uploader
sincatter/scws,v1.3.0,0,sincatter / scws,https://github.com/sincatter/scws
single-spa,5.9.3,0,Canopy,https://single-spa.js.org/
single-spa-angular,5.0.2,0,single-spa,https://github.com/single-spa/single-spa-angular
Sirius,6.4.0,2,Obeo,https://www.eclipse.org/sirius/
six,1.15.0,0,benjaminp,https://six.readthedocs.io/
skia,canvaskit/0.31.0,0,google,https://skia.org/
skia,android_10-release,12,google,https://skia.org/
sly,0.4,0,David M. Beazley,https://github.com/dabeaz/sly
smartmontools,7.3,0,smartmontools,https://www.smartmontools.org/
Smile,2.6.0,15,haifengl,https://github.com/haifengl/smile
snakeyaml,1.30,0,asomov,http://www.snakeyaml.org
snakeyaml,1.29,0,asomov,http://www.snakeyaml.org
SnapKit/Masonry,1.1.0,0,SnapKit,https://github.com/SnapKit/Masonry
snappy,1.1.9,2,GOOGLE,https://github.com/google/snappy
Snappy-Go,v0.0.4,0,golang,https://github.com/golang/snappy
snappy-java,1.1.8.4,0,xerial,https://github.com/xerial/snappy-java
SNMP4J,2.8.8,0,Frank Fock,http://www.snmp4j.org
SNMP4J Agent,2.7.3,1,Frank Fock,http://www.snmp4j.org/
SOCI,4.0.3,0,Maciej Sobczak,http://soci.sourceforge.net/
socket.io-client,4.0.1,13,socketio,https://socket.io/
socket.io-client,2.4.0,23,socketio,https://socket.io/
socket.io-client-java,2.0.1,4,Socket.io,https://socket.io/
socket.io-client-swift,v16.0.1,1,socketio,https://github.com/socketio/socket.io-client-swift
SocketRocket,0.6.0,0,facebook,https://github.com/facebook/SocketRocket
sockjs-client,1.6.1,11,sockjs,http://sockjs.org
sockjs-client,1.6.0,13,sockjs,http://sockjs.org
SoLoader,0.10.3,0,Facebook,https://github.com/facebook/soloader
sophus,1.2.1,0,Hauke Strasdat,https://strasdat.github.io/Sophus/
sortablejs,1.13.0,0,SortableJS,https://sortablejs.github.io/Sortable/
span-lite,0.10.3,0,martinmoene,https://github.com/martinmoene/span-lite
spdk,v22.01,0,Intel,https://spdk.io/
spdlog,v1.9.2,0,gabime,https://github.com/gabime/spdlog
spectator,1.2.2,115,Netflix,https://github.com/Netflix/spectator
spectrum,1.8.1,0,bgrins,http://bgrins.github.io/spectrum/
spf13/cobra,v1.4.0,6,spf13,https://cobra.dev/
spf13/pflag,d5e0c0615acee7028e1e2740a11102313be88de1,0,spf13,https://github.com/spf13/pflag
spf13/viper,v1.10.1,61,"Steve Francia,spf13",https://github.com/spf13/viper
SPIRV-Cross,sdk-1.3.211.0,0,The Khronos Group,https://www.khronos.org/;https://github.com/KhronosGroup/SPIRV-Cross
SPIRV-Headers,1.5.4.raytracing.fixed,0,KhronosGroup,https://github.com/KhronosGroup/SPIRV-Headers
SPIRV-LLVM-Translator,v8.0.0-1,0,KhronosGroup,https://github.com/KhronosGroup/SPIRV-LLVM-Translator/
SPIRV-Tools,v2021.1,0,KhronosGroup,https://github.com/KhronosGroup/SPIRV-Tools
spotbugs,4.6.0,15,spotbugs,https://spotbugs.github.io/
Spring Batch,4.3.5,24,Spring,https://spring.io/projects/spring-batch
Spring Boot,2.6.7,299,Pivotal Software,https://spring.io/projects/spring-boot
Spring Cloud,v2021.0.2,648,Pivotal Software,https://projects.spring.io/spring-cloud/
Spring Cloud,v2020.0.4,456,Pivotal Software,https://projects.spring.io/spring-cloud/
spring cloud config,3.1.1,40,spring-cloud,https://spring.io/projects/spring-cloud-config#learn
Spring Cloud Netflix,3.1.1,78,spring-cloud,https://spring.io/projects/spring-cloud-netflix
Spring Data JPA,2.6.4,3,Spring,https://spring.io/projects/spring-data-jpa
spring data redis,2.6.4,5,spring-projects,http://projects.spring.io/spring-data-redis
Spring Framework - spring-ldap,2.4.0,5,Spring,https://spring.io/projects/spring-ldap
Spring Security,5.6.5,79,spring-projects,https://spring.io/projects/spring-security
Spring Security,5.6.3,51,spring-projects,https://spring.io/projects/spring-security
Spring Security,5.2.15.RELEASE,68,spring-projects,https://spring.io/projects/spring-security
Spring Session,2.6.1,13,spring-projects,https://spring.io/projects/spring-session
spring-amqp,v2.4.4,25,spring-projects,https://spring.io/projects/spring-amqp
spring-authorization-server,0.2.0,7,spring security,https://github.com/spring-projects/spring-authorization-server
spring-boot-admin,2.6.6,96,codecentric AG,https://github.com/codecentric/spring-boot-admin
spring-boot-starter-swagger,2.0.2.RELEASE,19,SpringForAll,https://github.com/SpringForAll/spring-boot-starter-swagger
spring-cloud-bus,3.1.0,67,Spring,https://spring.io/projects/spring-cloud-bus
spring-cloud-circuitbreaker,2.1.1,15,Spring Cloud,https://spring.io/projects/spring-cloud-circuitbreaker
spring-cloud-commons,v3.0.2,34,spring-cloud,https://github.com/spring-cloud/spring-cloud-commons
spring-cloud-consul,v3.1.1,47,Pivotal Software,https://spring.io/projects/spring-cloud-consul
spring-cloud-consul,v3.1.0,34,Pivotal Software,https://spring.io/projects/spring-cloud-consul
spring-cloud-gateway,3.1.2,46,Spring,https://spring.io/projects/spring-cloud
spring-cloud-huawei,V1.3.7,111,HUAWEI CLOUD,https://github.com/huaweicloud/spring-cloud-huawei
spring-cloud-openfeign,3.1.1,25,Spring,https://spring.io/projects/spring-cloud-openfeign
spring-cloud-sleuth,3.1.1,39,Spring Cloud,https://spring.io/projects/spring-cloud-sleuth
spring-cloud-zookeeper,3.1.1,37,Spring,https://cloud.spring.io/spring-cloud-zookeeper/reference/html/
spring-data-commons,2.5.6,2,spring-projects,https://spring.io/projects/spring-data
spring-data-jdbc,2.3.0,4,Spring,https://github.com/spring-projects/spring-data-jdbc
spring-data-keyvalue,2.5.9,3,spring-projects,https://spring.io/projects/spring-data
spring-data-mongodb,3.4.1,4,Spring,https://spring.io/projects/spring-data-mongodb
spring-data-mongodb,3.3.3,4,Spring,https://spring.io/projects/spring-data-mongodb
spring-data-solr,4.3.15,16,Spring,https://spring.io/projects/spring-data-solr
spring-framework,5.3.20,4,apache,https://github.com/apache/olingo-odata2
spring-framework,5.3.19,4,apache,https://github.com/apache/olingo-odata2
spring-kafka,2.8.0,29,spring-projects,https://projects.spring.io/spring-kafka/
spring-plugin,2.0.0.RELEASE,2,spring-projects,https://github.com/spring-projects/spring-plugin
spring-retry,1.3.1,0,spring-projects,https://github.com/spring-projects/spring-retry
spring-security-rsa,1.0.11.RELEASE,4,Dave Syer,https://github.com/dsyer/spring-security-rsa
spring-webmvc-pac4j,4.0.1,4,pac4j,https://github.com/pac4j/spring-webmvc-pac4j
springfox,3.0.0,24,springfox,http://springfox.io
sql-formatter,3.1.0,2,ZeroTurnaround,https://github.com/zeroturnaround/sql-formatter
sql.js,v1.6.2,0,SQL.JS,http://sql.js.org
SQLAlchemy,1.4.22,1,sqlalchemy,http://www.sqlalchemy.org
sqlalchemy-utils,0.37.8,6,"Konsta Vesterinen, Ryan Leckey, Janne Vanhala, Vesa Uimonen",https://sqlalchemy-utils.readthedocs.io
SQLCipher,4.4.1,1,"Zetetic, LLC",https://www.zetetic.net/sqlcipher/
sqlg,2.1.0,74,pietermartin,http://sqlg.org
SQLite,3.37.2,0,D. Richard Hipp,https://www.sqlite.org/
SQLite JDBC,3.36.0.3,0,xerial,https://github.com/xerial/sqlite-jdbc/
SQLite ODBC Driver,0.9998,0,Christian Werner,https://www.ch-werner.de/sqliteodbc/
SQLiteCpp,3.0.0,0,SRombauts,https://github.com/SRombauts/SQLiteCpp
sqlparse,0.4.2,0,andialbrecht,https://github.com/andialbrecht/sqlparse
squashfs-tools,4.5,2,Phillip Lougher,https://github.com/plougher/squashfs-tools
ssh2,1.4.0,6,mscdex,https://github.com/mscdex/ssh2
ssh2-sftp-client,5.1.1,16,NA,https://github.com/theophilusx/ssh2-sftp-client
sshj,0.32.0,5,hierynomus,https://github.com/hierynomus/sshj
sshtunnel,0.4.0,7,pahaz,https://github.com/pahaz/sshtunnel
statsmodels,0.13.2,9,statsmodels,https://www.statsmodels.org/stable/index.html
Stax2 API,4.2.1,0,"FasterXML, LLC",http://github.com/FasterXML/stax2-api
stb_image,af1a5bc352164740c1cc1354942b1c6b72eacb8a,0,Sean Barrett,https://github.com/nothings/stb
stomp-js/stompjs,6.1.2,0,stomp-js,https://github.com/stomp-js/stompjs
stomppy,6.1.0,1,jasonrbriggs,https://github.com/jasonrbriggs/stomp.py
strace,5.14,0,strace,https://strace.io/
Strawberry Perl,5.32.1.1,0,Strawberry Perl,https://strawberryperl.com/
streadway/amqp,v1.0.0,0,streadway,https://github.com/streadway/amqp
StreamSaver.js,2.0.6,0,jimmywarting,https://jimmywarting.github.io/StreamSaver.js/example.html
stress-ng,0.14.01,0,ColinIanKing,https://github.com/ColinIanKing/stress-ng
stretchr/testify,v1.7.0,5,stretchr,https://github.com/stretchr/testify
StringTemplate,4.3.1,9,antlr,http://www.stringtemplate.org
strongswan,5.9.2,0,strongswan,https://www.strongswan.org/
style-loader,3.3.1,0,Tobias Koppers @sokra,https://github.com/webpack-contrib/style-loader
style-loader,1.3.0,14,Tobias Koppers @sokra,https://github.com/webpack-contrib/style-loader
stylus,0.57.0,21,stylus,https://github.com/stylus/stylus
Sudo - run commands as root,1.9.5p2,0,Todd C. Miller,http://www.sudo.ws/
SuiteSparse,5.10.1,0,Timothy A. Davis,https://people.engr.tamu.edu/davis/suitesparse.html
supervisor,4.2.2,15,Agendaless Community,http://supervisord.org/
SVF,2.4,1,University of Technology Sydney,https://svf-tools.github.io/SVF/
SVGAPlayer-Android,2.6.1,4,SVGA Team,https://svga.io/
swagger-core,2.1.13,17,swagger-api,https://swagger.io/
swagger-core,1.6.6,17,swagger-api,https://swagger.io/
swagger-parser,2.0.30,49,SmartBear Software,https://swagger.io/
swagger-request-validator,2.18.1,122,atlassian,https://bitbucket.org/atlassian/swagger-request-validator
swagger-ui,4.6.2,134,SmartBear,https://swagger.io/tools/swagger-ui/
swift,2.23.1,31,openstack,https://opendev.org/openstack/swift
swift-corelibs-libdispatch,swift-5.5-RELEASE,0,Apple,https://github.com/apple/swift-corelibs-libdispatch/
swig,4.0.2,0,swig,http://www.swig.org/
Swiper,v8.0.7,2,Vladimir Kharlampidi,https://github.com/nolimits4web/swiper/
swoole,4.8.6,0,swoole,https://www.swoole.com/
swtpm,v0.7.0,1,Stefan Berger,https://github.com/stefanberger/swtpm
SymEngine,0.9.0,0,symengine,https://github.com/symengine/symengine
SymPy,1.10.1,1,http://www.sympy.org,http://www.sympy.org/en/index.html
syslog-java-client,1.1.7,1,CloudBees-community,https://github.com/CloudBees-community/syslog-java-client
syslog-ng,3.31.2,5,One Identity,https://www.syslog-ng.com/
System.Data.SQLite,1.0.116.0,0,SQLite,https://system.data.sqlite.org/index.html/doc/trunk/www/index.wiki
System.Runtime.CompilerServices.Unsafe,4.5.2,0,Microsoft,https://www.microsoft.com/
System.valueTuple,4.5.0,0,.NET Platform,https://docs.microsoft.com/dotnet/csharp/roslyn-sdk/
systemd,248,8,Freedesktop,https://www.freedesktop.org/wiki/Software/systemd/
systemjs,6.8.3,0,systemjs,https://github.com/systemjs/systemjs
sysvinit,2.99-1.1,0,Miquel van Smoorenburg,http://savannah.nongnu.org/projects/sysvinit
tabulate,0.8.9,0,astanin,https://pypi.org/project/tabulate/
taskflow,4.6.0,32,openstack,https://docs.openstack.org/taskflow/latest/
tayga,0.9.2-14.fc33,0,NA,http://download-ib01.fedoraproject.org/pub/fedora/linux/releases/
TCL Lib,1.20,0,Tcl Community Association,https://core.tcl-lang.org/tcllib/doc/trunk/embedded/index.md
Tcl/Tk,8.6.12,0,tcltk,http://www.tcl.tk/
Tcl/Tk,8.6.10,0,tcltk,http://www.tcl.tk/
TCPDUMP,4.99.1,0,the-tcpdump-group,http://www.tcpdump.org/
telegraf,1.22.1,0,influxdata,https://github.com/influxdata/telegraf
tenacity,7.0.0,1,jd,http://tenacity.readthedocs.io
tencentcloud-sdk-java,3.1.454,7,Tencent Cloud,https://cloud.tencent.com/
tengine,2.3.3,3,Alibaba,http://tengine.taobao.org/
tensorboardX,2.5,3,lanpa,https://github.com/lanpa/tensorboardX
Tensorflow,2.6.5,77,tensorflow,https://www.tensorflow.org/
Tensorflow,2.6.3,67,tensorflow,https://www.tensorflow.org/
TensorFlow Serving,2.6.2,0,tensorflow,https://www.tensorflow.org/tfx/guide/serving
tensorflow-data-validation,1.0.0,69,tensorflow,https://www.tensorflow.org/tfx/guide/tfdv
tensorflow-lite,2.8.0,0,Google´óÄÔÍÅ¶Ó,https://www.tensorflow.org/mobile/tflite/
tensorRT,8.2.1,0,NVidia,https://developer.nvidia.com/tensorrt
terser,5.10.0,5,terser,https://github.com/terser/terser
Tessil/ordered-map,v1.0.0,0,Tessil,https://github.com/Tessil/ordered-map
TEX hyphenation patterns,CTAN-2021.03.21,0,The TeX Users Group,http://www.tug.org/tex-hyphen/#introduction
TextLayoutBuilder,1.5.0,0,Meta,https://facebook.github.io/TextLayoutBuilder/
tgt,v1.0.81,0,fujita,https://github.com/fujita/tgt
thanos,0.18.0,68,thanos-io,https://github.com/thanos-io/thanos
